【=^_^b=】,happy smile glad cheerful joy
(x｡x)~~~,
(･･||||r,
_<（．．）>_,
（／_；）⊂、＿,sad unhappy down gloomy depressed
≡（　　　) ≡,fish sea creature animal creature
(￣■￣;)!?,surprised shocked shock wow startled disappointed let down dejected bummer aww
(_□_;)!!,surprised shocked shock wow startled disappointed let down dejected bummer aww
(￣ω￣;)！！,surprised shocked shock wow startled disappointed let down dejected bummer aww
(*・(　　 ),love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
(^3^)/～☆,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol sparkle shine
8(*・・#)9,angry mad rage furious annoyed
8(*^^*)9,happy smile glad cheerful joy
(o・ω・o)?,doubt suspicious skeptical hmm side eye
~(ノ_･.)~,sad unhappy down gloomy depressed lonely alone missing you solitude
♪～(・ε・ ),happy smile glad cheerful joy music song singing note
♪～(￣ε￣;),happy smile glad cheerful joy music song singing note
(=^ε^= ),happy smile glad cheerful joy music song singing note
(￣(エ)￣)ノ,happy smile glad cheerful joy greeting hello hi wave welcome bear teddy animal creature
(*⌒▽⌒*)b,cool confident swag badass slick
ヽ(゜◇゜ )ノ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
ヽ( ゜◇゜)ノ,indifferent blank deadpan whatever expressionless shrug idk whatever dunno who knows
~('`；)/~,surprised shocked shock wow startled
"┐( -""-)┌",happy smile glad cheerful joy greeting hello hi wave welcome shrug idk
♪～（￣ε￣;）,happy smile glad cheerful joy music song singing note
m(@ｰｰ@)m,sad unhappy down gloomy depressed apology sorry apologize my bad
。／(_ _)＼,
(・・||||r,
8(*^^*)8,surprised shocked shock wow startled
8(*・・#)8,surprised shocked shock wow startled
(o・・o)/~,happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
(^_^)/~~,happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
(・_・)･･･,
（-@-.@-）,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
O=(%)o !,
(~。~;)~？,surprised shocked shock wow startled
ヽ( ‘ー‘)ノ,happy smile glad cheerful joy
（C∥⌒_ゝ⌒）,happy smile glad cheerful joy
(∞)y─┛~~,
(^^_.｡oO,sleepy sleep drowsy nap zzz happy smile
(^_^;;;),shy blush bashful timid
(^_^;;;;,shy blush bashful timid
（ノ－o-)ノ┫,angry mad rage furious annoyed table flip flip table rage quit throw table
(=^_^;=),shy blush bashful timid
｜□｜　　（　）,shy blush bashful timid
（／＼＿＿／＼）,happy smile glad cheerful joy
(　・　*　・),cute kawaii adorable sweet lovely animal creature pet
(◎-◎;)!!,
ρ(｡ ｡､ ),sad unhappy down gloomy depressed
_e(^o^)a,happy smile glad cheerful joy
(^^)(..),happy smile glad cheerful joy
ヽ(*^^*)ﾉ,happy smile glad cheerful joy
(o^∇^o)ﾉ,happy smile glad cheerful joy
(･Θ･)b⌒☆,happy smile glad cheerful joy greeting hello hi wave welcome sparkle shine glitter star
~(=^･･^),happy smile glad cheerful joy greeting hello hi wave welcome cat kitty kitten meow animal creature
(=・ェ・=)／,happy smile glad cheerful joy greeting hello hi wave welcome
(｡･_･｡)ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome
(o￣Σ￣o)/,happy smile glad cheerful joy greeting hello hi wave welcome
(/_;)/[、,
（‐゜⊂。゜‐）,shy blush bashful timid
◆＼(・・)／◆,surprised shocked shock wow startled
◆＼(・・)／◇,surprised shocked shock wow startled
o(ﾟ◇ﾟo）?,confused puzzled lost huh what
？∑(￣◇￣ｏ),confused puzzled lost huh what
(´⌒ω⌒`)？,doubt suspicious skeptical hmm side eye
∈(・●・)∋？,doubt suspicious skeptical hmm side eye
(´≧ω≦`)？,doubt suspicious skeptical hmm side eye
(=・ ェ ・？,doubt suspicious skeptical hmm side eye
(´ёωё`)？,doubt suspicious skeptical hmm side eye
⊂((〃'⊥'？,doubt suspicious skeptical hmm side eye
⊂(・(ェ)・？,doubt suspicious skeptical hmm side eye
(・┏Д┓・)？,doubt suspicious skeptical hmm side eye
／(・ω・)＼？,doubt suspicious skeptical hmm side eye
(^_^)／'',happy smile glad cheerful joy greeting hello hi wave welcome
(^.^/~~~,happy smile glad cheerful joy greeting hello hi wave welcome
(^.^)/~~,happy smile glad cheerful joy greeting hello hi wave welcome
(^-^)/~~,happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
～(┓~-~)┓,
"(⌒∇⌒)ノ""""",happy smile glad cheerful joy
（￢(●●)￢）,doubt suspicious skeptical hmm side eye pig piggy animal creature
(￣(●●)￣),cute kawaii adorable sweet lovely pig piggy animal creature
(^^_.｡o○,sleepy sleep drowsy nap zzz happy smile
('～' )へ～,
（≡・⊥・≡）m,cool confident swag badass slick cat kitty kitten meow animal creature
＜（・！・）＞ノ,
~(-~-;)~,
~(-゛-;)~,confused puzzled lost huh what
_(*^^*)φ,writing note study pen taking notes
_( ヘ＿ヘ)φ,writing note study pen taking notes
_( °ヘ°)φ,writing note study pen taking notes
_( 'ロ`)φ,writing note study pen taking notes
_ゞ(^･')φ,writing note study pen taking notes
_(><｡).φ,writing note study pen taking notes
■D＼(^^ ),happy smile glad cheerful joy
ゞ(+ヘ+)``,
"""(^ー,^)""",
ヾ(*'-'*),love heart in love affection romantic heart love symbol
|ﾟﾉ ＾∀＾）,happy smile glad cheerful joy
ヘ(^o^)ノ*,happy smile glad cheerful joy
＼('0';)／,happy smile glad cheerful joy
＼(^o^;)／,
♪ヽ(^0^)ノ,happy smile glad cheerful joy music song singing note
(◎_◎) ﾝ?,
(〟-_・)ﾝ?,
(´－｀) ﾝｰ,
σ(ゝω・´★),pointing point this look at that's me sparkle shine glitter star
σ(*´∀｀*),happy smile glad cheerful joy pointing point this look at that's me
σ(´・д・｀),surprised shocked shock wow startled pointing point this look at that's me
σ(●´ｗ｀○),pointing point this look at that's me
σ(・ε・`●),pointing point this look at that's me
σ(o･ω･o),pointing point this look at that's me
σ(-ω-。`),pointing point this look at that's me
σ┃・ω･｀*┃,hurt pain ouch injured aching
( *´エ`)σ,pointing point this look at that's me
(*ゝ_●・)σ,pointing point this look at that's me
(*σ≧з≦)σ,pointing point this look at that's me
(●´、ゝ`)σ,pointing point this look at that's me
(★´σ∀｀)σ,happy smile glad cheerful joy pointing point this look at that's me sparkle shine glitter star
(σ´_>｀*),
|●σﾟ∀ﾟ|σ,happy smile glad cheerful joy
ヽ(｀Д´#)ﾉ,angry mad rage furious annoyed
(*ov.v)o,happy smile glad cheerful joy greeting hello hi wave welcome
(｡･ω･｡)ゞ,hurt pain ouch injured aching
(●｀･ω･)ゞ,hurt pain ouch injured aching
Σ(`L_` ),surprised shocked shock wow startled
Σ|●ﾟДﾟ●|,surprised shocked shock wow startled
[★｀･з･´],excited hype thrilled pumped yay sparkle shine glitter star
"(ヽ´,_ゝ｀）",hurt pain ouch injured aching
(*●´З｀●),hurt pain ouch injured aching kiss kissing smooch blowing a kiss mwah
(・∇・｀〃 ),hurt pain ouch injured aching laugh laughing lol haha giggle
|*´・ω･`|,hurt pain ouch injured aching
ε(●'-')з,hurt pain ouch injured aching
ヽ(○´3`)ﾉ,hurt pain ouch injured aching
ヾ(o･ω･)ﾉ,hurt pain ouch injured aching
"(ヽ´,_ゝ｀)",
＼（ﾟ△ﾟ ）／,
（　l v l),
（〃_ _）σ∥,pointing point this look at that's me
ヽ（;´Д｀）ﾉ,crying cry tears sob weeping surprised shocked
ヽ（´Д｀;）ﾉ,crying cry tears sob weeping surprised shocked
（*‘ω‘ ）ノ,
（３ e ３ ),happy smile glad cheerful joy greeting hello hi wave welcome
（(=-＿-）Ｏ,surprised shocked shock wow startled
（♯()ω()),
Σ(・ω・ﾉ)ﾉ,surprised shocked shock wow startled
（　゜(･)゜）,cute kawaii adorable sweet lovely bear teddy animal creature
（　´(･)｀）,cute kawaii adorable sweet lovely bear teddy animal creature
（ ´・_・｀）,
< ﾟ _･ﾟ>,cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
（(=ﾟДﾟ）Ｏ,surprised shocked shock wow startled
（(=゜Д゜）Ｏ,surprised shocked shock wow startled
へ《へﾟДﾟ》へ,surprised shocked shock wow startled
ヽ《　ﾟДﾟ》ノ,surprised shocked shock wow startled
ヽ<゜д゜>.ﾉ,excited hype thrilled pumped yay sparkle shine glitter star
（ ´_!_`）,happy smile glad cheerful joy greeting hello hi wave welcome
（　´）Д（｀）,
"（'Θ`,, ）",indifferent blank deadpan whatever expressionless
"（゜Θ.゜,,）",indifferent blank deadpan whatever expressionless
(◡‿◡)…▰▱,indifferent blank deadpan whatever expressionless happy smile
8||- ………,
……… -||8,
（　 ｡∈∋｡）,
（ ´･ω⊂ヽ゛,sleepy sleep drowsy nap zzz
*'ー')ﾉ~~,happy smile glad cheerful joy greeting hello hi wave welcome goodbye bye farewell see you
|/lilil|,surprised shocked shock wow startled
（￣□￣；）!!,surprised shocked shock wow startled
Σ (ﾟДﾟ;）,surprised shocked shock wow startled
(ﾟoﾟ⊃～~~,surprised shocked shock wow startled bird chick birdie animal creature
ヽ(´Д`；)ﾉ,sad unhappy down gloomy depressed
ヽ(°ω°)ノ♪,happy smile glad cheerful joy indifferent blank shrug idk whatever dunno who knows music song singing note
（　´･∀･`）,indifferent blank deadpan whatever expressionless
（´･∀･`　）,happy smile glad cheerful joy
（(>）（<)）,
"（#´ ,」｀）",
(= ﾟｗﾟ)ﾉ,
┐(´～`；)┌,dissatisfied unimpressed meh grumpy sulk shrug idk whatever dunno who knows
(*^。^*)？,doubt suspicious skeptical hmm side eye
(。・。-)-☆,cute kawaii adorable sweet lovely wink winking playful flirty sparkle shine glitter star
＼(∂o☆)／！,surprised shocked shock wow startled sparkle shine glitter star
('(ェ)'*),
(。￣(ェ)◇ゞ,
( 。・_・。),indifferent blank deadpan whatever expressionless
(*'(ー)'),happy smile glad cheerful joy
!(。・・。)!,
（;´▽｀A``,shy blush bashful timid
(⌒▽⌒;;;A,shy blush bashful timid
(￣－￣;;;;,shy blush bashful timid
(￣￣□￣￣;),shy blush bashful timid
ヽ（*^^*）ノ,happy smile glad cheerful joy
(・・；)```,surprised shocked shock wow startled
(*^△^*)ゞ,shy blush bashful timid
(。・”・。)ノ,happy smile glad cheerful joy greeting hello hi wave welcome
(´ｪ`)ﾝ-…,confused puzzled lost huh what
σ(*´д`*),surprised shocked shock wow startled pointing point this look at that's me
( *ﾟｪﾟ)σ,pointing point this look at that's me
( *'∀｀)σ,happy smile glad cheerful joy pointing point this look at that's me
(· ·)nnn,
>o(･ω･o),surprised shocked shock wow startled
|ω･)و ̑̑༉,shy blush bashful timid
＼（＠￣∇￣＠）／,excited hype thrilled pumped yay
ヾ(@^▽^@)ノ,excited hype thrilled pumped yay
＼(*T▽T*)／,sad unhappy down gloomy depressed
ヾ(＠^∇^＠)ノ,happy smile glad cheerful joy celebrate congrats party cheers hooray dance dancing groove boogie
ヾ(＠^▽^＠)ﾉ,excited hype thrilled pumped yay
ヾ（＠＾▽＾＠）ノ,excited hype thrilled pumped yay
ヾ(＠゜▽゜＠）ノ,excited hype thrilled pumped yay
ヾ(@°▽°@)ノ,happy smile glad cheerful joy
ヾ(＠°▽°＠)ﾉ,excited hype thrilled pumped yay
ヽ(*⌒∇⌒*)ﾉ,excited hype thrilled pumped yay
o(〃＾▽＾〃)o,excited hype thrilled pumped yay
*(*´∀｀*)☆,happy smile glad cheerful joy sparkle shine glitter star
d=(´▽｀)=b,love heart in love affection romantic hug hugging embrace cuddle
ヽ(‘ ∇‘ )ノ,indifferent blank deadpan whatever expressionless happy smile shrug idk whatever dunno who knows
＼( ｀.∀´)／,happy smile glad cheerful joy give up defeat surrender lose lost hopeless
(/•ิ_•ิ)/,happy smile glad cheerful joy
ヾ(@゜∇゜@)ノ,happy smile glad cheerful joy
＼（＠；◇；＠）／,sad unhappy down gloomy depressed
“ヽ(´▽｀)ノ”,happy smile glad cheerful joy
(;ﾞ°´ω°´),happy smile glad cheerful joy
┗┃・ ■ ・┃┛,indifferent blank deadpan whatever expressionless
ヽ(　￣д￣;)ノ,indifferent blank deadpan whatever expressionless
(｡･ω･｡)ﾉ♡,cute kawaii adorable sweet lovely animal creature pet heart love symbol
（*＾3＾）/～♡,love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
(♥ω♥ ) ~♪,love heart in love affection romantic heart love symbol music song
(ʃƪ ˘ ³˘),love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
ლ(´◉❥◉｀ლ),love heart in love affection romantic kiss kissing smooch blowing a kiss mwah heart love symbol
(๑・ω-)～♥”,love heart in love affection romantic heart love symbol
( ＾◡＾)っ✂❤,love heart in love affection romantic heart love symbol
♡(.◜ω◝.)♡,love heart in love affection romantic heart love symbol
[○･｀Д´･○],angry mad rage furious annoyed
s(・｀ヘ´・；),angry mad rage furious annoyed
╭(๑¯д¯๑)╮,angry mad rage furious annoyed
(ノД`)・゜・。,sad unhappy down gloomy depressed
(*´；ェ；`*),sad unhappy down gloomy depressed
{{p´Д｀q}},sad unhappy down gloomy depressed
｡゜(｀Д´)゜｡,sad unhappy down gloomy depressed
(ﾉ)´∀｀(ヾ),shy blush bashful timid
\(//∇//)\,shy blush bashful timid
（//･_･//),shy blush bashful timid
o(^・x・^)o,happy smile glad cheerful joy cat kitty kitten meow animal creature
b(=^‥^=)o,cool confident swag badass slick cat kitty kitten meow animal creature
ヾ(=ﾟ･ﾟ=)ﾉ,happy smile glad cheerful joy greeting hello hi wave welcome cat kitty kitten meow animal creature
(^･o･^)ﾉ”,happy smile glad cheerful joy greeting hello hi wave welcome cat kitty kitten meow animal creature
└(=^‥^=)┐,happy smile glad cheerful joy cat kitty kitten meow animal creature dance dancing groove boogie
ヾ(T(エ)Tヽ),crying cry tears sob weeping bear teddy animal creature
⊂(ο･㉨･ο）⊃,cute kawaii adorable sweet lovely hug hugging embrace cuddle bear teddy animal creature
⊂(・(ェ)・)⊃,cute kawaii adorable sweet lovely hug hugging embrace cuddle bear teddy animal creature
“(`(エ)´)ノ,angry mad rage furious annoyed bear teddy animal creature
(｡･｀ω´･｡),rude middle finger mocking insult flipping off tease teasing joking tongue out playful
^(#｀∀´)_Ψ,rude middle finger mocking insult flipping off tease teasing joking tongue out playful
((*゜Д゜)ゞ”,confused puzzled lost huh what panic panicking flustered frantic freaking out
(-’๏_๏’-),confused puzzled lost huh what panic panicking flustered frantic freaking out
Σ（ﾟдﾟlll）,confused puzzled lost huh what panic panicking flustered frantic freaking out
ヽ(｡ゝω・｡)ﾉ,
ヾ(｡ꏿ﹏ꏿ)ﾉﾞ,crying cry tears sob weeping
(^・(I)・^),cute kawaii adorable sweet lovely dog puppy doggo woof animal creature
└@(･ｪ･)@┐,cute kawaii adorable sweet lovely animal creature pet dance dancing groove boogie
@(o･ｪ･o)@,cute kawaii adorable sweet lovely animal creature pet
( ´(00)`),cute kawaii adorable sweet lovely pig piggy animal creature
(￣(oo)￣)ﾉ,cute kawaii adorable sweet lovely greeting hello hi wave welcome pig piggy animal creature
(；ﾟ(OO)ﾟ),scared afraid fear terrified nervous pig piggy animal creature
(=｀(∞)´=),angry mad rage furious annoyed pig piggy animal creature
｢(＝＞o≦＝)ﾉ,hurt pain ouch injured aching
U=･ x ･=U,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
U=๏ x ๏=U,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
／(･ × ･)＼,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
／(^ x ^)＼,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
／(=⌒x⌒=)＼,cute kawaii adorable sweet lovely bunny rabbit hare animal creature
